1.000000000000000000e+00,3.137438800000000000e+07,1.138949625000000000e+06
2.000000000000000000e+00,3.413970500000000000e+06,1.870288437500000000e+05
3.000000000000000000e+00,4.311779062500000000e+05,2.467070156250000000e+05
4.000000000000000000e+00,2.356711562500000000e+05,4.588355312500000000e+05
5.000000000000000000e+00,1.627437500000000000e+05,2.307149531250000000e+05
6.000000000000000000e+00,1.530579843750000000e+05,2.294589531250000000e+05
7.000000000000000000e+00,1.659491093750000000e+05,3.935980000000000000e+05
8.000000000000000000e+00,1.427664218750000000e+05,1.982922031250000000e+05
9.000000000000000000e+00,1.617466093750000000e+05,8.915968125000000000e+05
1.000000000000000000e+01,1.562365312500000000e+05,1.964538593750000000e+05
1.100000000000000000e+01,1.393348281250000000e+05,4.374980937500000000e+05
1.200000000000000000e+01,1.616842656250000000e+05,2.157217031250000000e+05
1.300000000000000000e+01,1.393872812500000000e+05,4.833162187500000000e+05
1.400000000000000000e+01,1.383061093750000000e+05,4.164443125000000000e+05
1.500000000000000000e+01,1.397829687500000000e+05,2.376610156250000000e+05
1.600000000000000000e+01,1.324925156250000000e+05,1.896498281250000000e+05
1.700000000000000000e+01,1.363816562500000000e+05,3.576945625000000000e+05
1.800000000000000000e+01,1.404315468750000000e+05,4.757445937500000000e+05
1.900000000000000000e+01,1.238442421875000000e+05,3.876300000000000000e+05
2.000000000000000000e+01,1.238161718750000000e+05,2.297514687500000000e+05
2.100000000000000000e+01,1.399769687500000000e+05,5.703947500000000000e+05
2.200000000000000000e+01,1.247266562500000000e+05,1.777360468750000000e+05
2.300000000000000000e+01,1.278396328125000000e+05,1.845617656250000000e+05
2.400000000000000000e+01,1.298945703125000000e+05,1.667529843750000000e+05
2.500000000000000000e+01,1.232109687500000000e+05,1.825957968750000000e+05
2.600000000000000000e+01,1.218812890625000000e+05,2.987157187500000000e+05
2.700000000000000000e+01,1.100441250000000000e+05,1.535403906250000000e+05
2.800000000000000000e+01,1.245470000000000000e+05,1.987935781250000000e+05
2.900000000000000000e+01,1.201497265625000000e+05,2.161824531250000000e+05
3.000000000000000000e+01,1.150078046875000000e+05,6.069180625000000000e+05
3.100000000000000000e+01,1.015467734375000000e+05,4.445544062500000000e+05
3.200000000000000000e+01,1.216190703125000000e+05,1.829898281250000000e+05
3.300000000000000000e+01,1.183691484375000000e+05,1.734025312500000000e+05
3.400000000000000000e+01,1.077494609375000000e+05,1.976446093750000000e+05
3.500000000000000000e+01,1.090465390625000000e+05,2.775306875000000000e+05
3.600000000000000000e+01,9.684067968750000000e+04,7.643620000000000000e+05
3.700000000000000000e+01,1.034590234375000000e+05,1.865932187500000000e+05
3.800000000000000000e+01,1.080309531250000000e+05,1.562495937500000000e+05
3.900000000000000000e+01,1.004428281250000000e+05,1.312508593750000000e+05
4.000000000000000000e+01,9.694641406250000000e+04,1.379500781250000000e+05
4.100000000000000000e+01,9.801117968750000000e+04,1.491007343750000000e+05
