1.000000000000000000e+00,5.537881500000000000e+06,2.901916500000000000e+06
2.000000000000000000e+00,2.591048000000000000e+06,9.316948000000000000e+06
3.000000000000000000e+00,1.616303250000000000e+06,2.588584500000000000e+06
4.000000000000000000e+00,8.683649375000000000e+05,1.387150000000000000e+06
5.000000000000000000e+00,4.285843437500000000e+05,1.054485546875000000e+04
6.000000000000000000e+00,2.286994531250000000e+05,6.866352343750000000e+04
7.000000000000000000e+00,8.235799218750000000e+04,3.699045898437500000e+03
8.000000000000000000e+00,1.845455273437500000e+04,1.490707812500000000e+04
9.000000000000000000e+00,1.041533105468750000e+04,3.943532226562500000e+03
1.000000000000000000e+01,5.204247558593750000e+03,5.969127197265625000e+02
1.100000000000000000e+01,2.660684570312500000e+03,6.478032226562500000e+02
1.200000000000000000e+01,2.486364257812500000e+03,2.716737060546875000e+03
1.300000000000000000e+01,2.623239013671875000e+03,7.297011108398437500e+02
1.400000000000000000e+01,2.453739257812500000e+03,6.966563110351562500e+02
1.500000000000000000e+01,2.780198730468750000e+03,7.354882812500000000e+02
1.600000000000000000e+01,2.763810791015625000e+03,5.093200000000000000e+04
1.700000000000000000e+01,2.354213867187500000e+03,5.882977294921875000e+02
1.800000000000000000e+01,3.921872070312500000e+03,1.005282714843750000e+03
1.900000000000000000e+01,2.408896484375000000e+03,5.634480590820312500e+02
2.000000000000000000e+01,2.791670654296875000e+03,1.570441284179687500e+03
2.100000000000000000e+01,2.032216308593750000e+03,5.229376831054687500e+02
2.200000000000000000e+01,2.359260742187500000e+03,4.739106750488281250e+02
2.300000000000000000e+01,2.754376220703125000e+03,2.729047119140625000e+03
2.400000000000000000e+01,2.635229248046875000e+03,4.869946594238281250e+02
2.500000000000000000e+01,2.108372070312500000e+03,2.948435302734375000e+03
2.600000000000000000e+01,2.602215820312500000e+03,7.082487792968750000e+02
2.700000000000000000e+01,2.718014404296875000e+03,4.173976135253906250e+02
2.800000000000000000e+01,2.202342041015625000e+03,6.605594482421875000e+02
2.900000000000000000e+01,2.269331542968750000e+03,1.013909118652343750e+03
3.000000000000000000e+01,1.815034057617187500e+03,5.286620483398437500e+02
3.100000000000000000e+01,3.351257080078125000e+03,3.151741699218750000e+03
3.200000000000000000e+01,1.529779296875000000e+03,1.099847534179687500e+03
3.300000000000000000e+01,2.166782226562500000e+03,3.949977416992187500e+02
3.400000000000000000e+01,1.797993774414062500e+03,4.359004394531250000e+03
3.500000000000000000e+01,2.232649169921875000e+03,1.703973999023437500e+03
3.600000000000000000e+01,1.930270629882812500e+03,4.220914611816406250e+02
3.700000000000000000e+01,2.008248535156250000e+03,2.257332519531250000e+03
3.800000000000000000e+01,2.053984619140625000e+03,5.397293701171875000e+02
3.900000000000000000e+01,2.349123046875000000e+03,7.121546630859375000e+02
4.000000000000000000e+01,2.020203247070312500e+03,4.534623718261718750e+02
4.100000000000000000e+01,1.911714111328125000e+03,5.407823730468750000e+03
4.200000000000000000e+01,1.990981689453125000e+03,6.112701416015625000e+02
4.300000000000000000e+01,1.871525634765625000e+03,1.558931640625000000e+03
4.400000000000000000e+01,1.927665161132812500e+03,7.648815917968750000e+02
4.500000000000000000e+01,1.892533691406250000e+03,3.719252319335937500e+02
4.600000000000000000e+01,1.960642456054687500e+03,4.435957519531250000e+03
4.700000000000000000e+01,2.195936767578125000e+03,7.397324829101562500e+02
4.800000000000000000e+01,1.908607421875000000e+03,9.471449584960937500e+02
4.900000000000000000e+01,2.706399658203125000e+03,3.929632263183593750e+02
5.000000000000000000e+01,1.642750488281250000e+03,9.022131347656250000e+02
5.100000000000000000e+01,2.013883911132812500e+03,2.628863769531250000e+03
5.200000000000000000e+01,1.798724121093750000e+03,1.259065063476562500e+03
5.300000000000000000e+01,1.986106201171875000e+03,4.138307128906250000e+03
5.400000000000000000e+01,2.121077636718750000e+03,3.997489929199218750e+02
5.500000000000000000e+01,1.882545776367187500e+03,3.774765319824218750e+02
5.600000000000000000e+01,1.712707153320312500e+03,1.028457153320312500e+03
5.700000000000000000e+01,1.983522827148437500e+03,3.870767822265625000e+02
5.800000000000000000e+01,1.973320434570312500e+03,2.575004492187500000e+04
5.900000000000000000e+01,1.957891357421875000e+03,1.130737304687500000e+03
6.000000000000000000e+01,1.870748046875000000e+03,1.378673583984375000e+03
6.100000000000000000e+01,1.775411743164062500e+03,3.273700439453125000e+03
6.200000000000000000e+01,1.441286499023437500e+03,4.130297363281250000e+03
6.300000000000000000e+01,2.055407470703125000e+03,3.700563049316406250e+02
6.400000000000000000e+01,1.870576538085937500e+03,3.499803161621093750e+02
6.500000000000000000e+01,1.959253173828125000e+03,1.869486938476562500e+03
6.600000000000000000e+01,1.690837036132812500e+03,4.459174316406250000e+03
6.700000000000000000e+01,1.763214233398437500e+03,5.851563720703125000e+02
6.800000000000000000e+01,1.951663818359375000e+03,2.949965576171875000e+03
6.900000000000000000e+01,1.761432006835937500e+03,3.819118041992187500e+02
