1.000000000000000000e+00,8.370842500000000000e+05,2.302706640625000000e+04
2.000000000000000000e+00,3.339900937500000000e+05,3.839695312500000000e+04
3.000000000000000000e+00,5.633667187500000000e+04,4.846126464843750000e+03
4.000000000000000000e+00,2.425748828125000000e+04,1.432220581054687500e+03
5.000000000000000000e+00,2.580434179687500000e+04,2.911277587890625000e+03
6.000000000000000000e+00,2.750157617187500000e+04,5.264061279296875000e+02
7.000000000000000000e+00,1.737672070312500000e+04,6.202569824218750000e+03
8.000000000000000000e+00,1.890716406250000000e+04,8.271853515625000000e+03
9.000000000000000000e+00,3.180654101562500000e+04,1.755561035156250000e+03
1.000000000000000000e+01,1.415143847656250000e+04,2.945258789062500000e+03
1.100000000000000000e+01,2.094313476562500000e+04,1.999794189453125000e+03
1.200000000000000000e+01,2.173790820312500000e+04,5.242874755859375000e+02
1.300000000000000000e+01,1.532132324218750000e+04,5.939904785156250000e+02
1.400000000000000000e+01,1.415646972656250000e+04,6.075686645507812500e+02
1.500000000000000000e+01,1.204044042968750000e+04,5.476472778320312500e+02
1.600000000000000000e+01,1.166854882812500000e+04,4.693453369140625000e+02
1.700000000000000000e+01,1.272714648437500000e+04,4.197367248535156250e+02
1.800000000000000000e+01,1.650574414062500000e+04,6.287245483398437500e+02
1.900000000000000000e+01,1.132392578125000000e+04,2.975980224609375000e+03
2.000000000000000000e+01,1.042885253906250000e+04,6.462506713867187500e+02
2.100000000000000000e+01,1.294528027343750000e+04,4.045563964843750000e+03
2.200000000000000000e+01,1.561027929687500000e+04,1.034359570312500000e+04
2.300000000000000000e+01,1.017313964843750000e+04,6.635413818359375000e+02
2.400000000000000000e+01,1.271710058593750000e+04,4.527502136230468750e+02
2.500000000000000000e+01,8.359079101562500000e+03,9.754758789062500000e+03
2.600000000000000000e+01,1.610008984375000000e+04,4.845002136230468750e+02
2.700000000000000000e+01,1.309991894531250000e+04,1.755439819335937500e+03
2.800000000000000000e+01,8.509266601562500000e+03,7.310745239257812500e+02
2.900000000000000000e+01,1.459502148437500000e+04,4.880742187500000000e+03
3.000000000000000000e+01,1.370996582031250000e+04,3.931985107421875000e+03
3.100000000000000000e+01,1.450415429687500000e+04,8.430283203125000000e+02
3.200000000000000000e+01,1.458908789062500000e+04,4.653639160156250000e+03
3.300000000000000000e+01,1.547453808593750000e+04,4.713505078125000000e+04
3.400000000000000000e+01,8.849675781250000000e+03,1.176305786132812500e+03
3.500000000000000000e+01,1.723528515625000000e+04,4.470260620117187500e+02
3.600000000000000000e+01,4.390703613281250000e+03,1.813746337890625000e+03
3.700000000000000000e+01,1.432816796875000000e+04,5.349253417968750000e+03
3.800000000000000000e+01,1.363147460937500000e+04,5.996783447265625000e+02
3.900000000000000000e+01,1.653233398437500000e+04,1.436747265625000000e+04
4.000000000000000000e+01,1.460625878906250000e+04,5.699215087890625000e+02
4.100000000000000000e+01,1.191472363281250000e+04,5.209918212890625000e+02
4.200000000000000000e+01,1.695033007812500000e+04,6.596374511718750000e+02
