0.0,3263.537475320577,651.4348832414242,1603.0286891402561,1723.4434084185218,1806.9765402505036,1867.0031556862573,1914.617040830487,1961.0976109697444,1999.444691956941,2036.5705283267102,2070.521128691171,2104.7159779791164,2135.2470934147823,2163.8242174625652,2191.4243458164074,2220.4899677111607,2245.6720317224986,2272.5149884135353,2296.2022490131426,2319.1665327992328,2344.3241719182215,2367.283570725842,2388.7774759925505,2412.3914619151124,2433.475028990366,2455.457432104045,2476.584963985526,2501.6204786427716,2523.8471306799365,2545.09678702316,2566.409948086489,2588.8173443270334,2609.578502823286,2631.0724080899945,2652.8105622801886,2674.792965393868,2695.5541238901205,2717.7807759272855,2738.297685500053,2759.303092919791,2781.773993880441,2803.0236502236644,2824.7618044138585,2847.7212032214793,2871.6575977230414,2893.6400008367204,2915.6224039504,2936.93068003526,2960.0757080247295,2983.767853602806,3008.9254927217944,3031.1521447589594,3056.309783877948,3080.0019294560248,3105.403817498499,3131.049954464458,3155.963344659961,3180.30030739604,3207.2556185918797,3235.471254232904,3262.8124787278516,3288.590510112493,3316.4348873898207,3345.500509284575,3373.589135485387,3404.6087487680234,3434.162868509748,3465.4365006728094,3494.248103687138,3526.0004637402308,3558.729819487264,3592.92466877521,3626.1425223692145,3662.2913630450425,3699.9056972617827,3737.275782555038,3778.18747723883,3817.7411479080447,3860.865737838613,3904.5862951424865,3949.2838481403014,3996.716989081153,4048.2046621518584,4101.45092747166,4154.9414417149455,4206.96646241732,4264.071860728191,4325.67143923119,4393.274656273457,4468.9771676185,4545.739719291469,4620.235640954493,4710.607742644063,4811.355538603291,4927.359122323413,5062.345732376807,5227.4140398466625,5432.1190626197185,5689.357143855994,6091.835404953585,6877.344827860855,59096.294290504266
2.0,3344.2133577045574,571.5654852617225,1612.7986460796687,1734.9231078223322,1814.992789919292,1878.3656156067948,1932.7647358454465,1978.1950356137172,2022.1598418410758,2057.702945186661,2092.259282881365,2122.8880978864245,2154.3815540806227,2184.3411270353326,2212.1855043126598,2241.7396240543844,2268.6070056377703,2294.008893680244,2320.143528493174,2345.545416535648,2368.9933131902394,2394.639450156199,2420.0413381986727,2443.000737006293,2466.4486336608848,2488.431036774564,2511.63468450567,2533.1285897723787,2556.332237503485,2578.070391693679,2601.0297905012994,2625.210433926347,2647.925583810482,2669.663738000676,2692.867385731782,2715.338286692432,2739.274681193994,2762.927746944313,2787.1474701971183,2810.351117928224,2833.7990145828153,2855.5371687730094,2879.229314351086,2904.386953470075,2928.6701814429857,2953.23673816714,2976.928883745217,3000.435400141445,3028.2211576771356,3051.4248054082414,3074.6284531393476,3100.763087952277,3125.18798030081,3152.055361884196,3177.9457477736405,3203.777513921449,3231.680510940412,3258.0593946768277,3285.415274107184,3313.015402461026,3340.9721342431562,3370.1696505565924,3400.7007659922583,3430.499134657468,3462.3052294737276,3495.469348304565,3528.9314508220546,3563.12630011,3597.3162644194763,3628.3407626805824,3662.0129192722698,3700.3453453240554,3738.6777713758433,3773.424623230866,3810.3062106771504,3846.836079673615,3887.4888704985137,3929.2554364145044,3974.0458040032427,4021.825778415443,4072.385305576906,4121.235090273971,4174.9698534407435,4226.750625219633,4283.177011523211,4343.980338535649,4407.714652629911,4471.204717800685,4541.289503905566,4619.258645260552,4701.892941054109,4788.523149235883,4884.288267156009,4998.938711840023,5125.586663645633,5278.085921512932,5448.8745387708095,5664.5756480791715,5966.999780160235,6386.272597236679,7203.314556165906,42104.14093255359
4.0,3381.2087952074676,562.2840261692802,1623.0277909952345,1752.9828732248372,1835.5316818951728,1898.0813887105303,1955.4798857295818,2004.5299545439052,2050.2484680418884,2089.0840468760557,2125.411189266028,2160.4047325337706,2187.0278651936715,2218.7802252467636,2247.9948389848437,2273.77531285872,2299.3823699969216,2323.807262345454,2347.6190898960385,2374.8552873538874,2398.547432931964,2422.483827433526,2445.7778472663217,2470.6008653601352,2491.850521703359,2515.5426672814356,2539.5401240138685,2563.9039541315296,2587.3518507861213,2612.020992058139,2633.7591462483333,2656.7185450559537,2679.4336949400895,2701.4160980537686,2724.3754968613894,2747.3348956690097,2770.770579877427,2793.009444360766,2814.74759855096,2838.6497982032342,2862.3761386305987,2884.847039591249,2907.506012222982,2932.231330747402,2957.633218789876,2984.500600373262,3008.3515077516045,3032.8618872233565,3057.5310284953744,3082.2001697673927,3107.6020578098664,3133.858817084539,3159.9861244297645,3185.5174644016856,3210.9193524441594,3239.345042159382,3266.119609151843,3292.4984928882586,3320.0986212421003,3346.721753902001,3378.4741139550933,3412.1804653960685,3443.6885765256757,3472.754198420429,3505.4835541674634,3538.945656684953,3569.9774824137635,3601.7176300206816,3633.469990073774,3665.710847973837,3700.638444032239,3738.497027172465,3773.180374307381,3808.8407171362387,3849.5374727673625,3892.1296000447346,3931.209427802387,3972.975993718378,4013.445597850662,4058.135823380772,4110.307393437238,4155.576488916008,4213.561183351425,4269.005688982594,4324.938692460733,4384.535429791153,4441.799589902288,4507.5978073999995,4576.7593325741045,4651.255254237129,4735.601734984318,4826.69925597664,4923.592803923268,5039.366793655313,5164.099833900797,5321.650159505774,5479.442291545002,5690.133855432674,5980.213646920791,6473.7576766506445,7255.701065275034,42191.09354931437
8.0,3545.735824606995,659.7393466399253,1710.7204819941712,1824.3182138179618,1903.943362874178,1971.3560657561284,2027.5333181577535,2075.02996381871,2119.126664464751,2157.7179943754318,2193.8668350512603,2231.725418191486,2262.7450314741227,2296.4318430012186,2326.738249427278,2356.5366180924875,2386.090737834212,2415.4006086524514,2443.000737006293,2468.8911228957377,2496.49125124958,2522.137388215539,2546.3180316405865,2571.9641686065456,2598.8315501899315,2623.744940385435,2647.4370859635114,2671.617729388559,2696.7753685075477,2719.002020544712,2744.892406434157,2769.3905734597347,2792.7651954372805,2816.7015899388425,2841.1338097550806,2865.307125712423,2891.4417605253525,2918.064893185253,2943.466781227727,2968.868669270201,2994.5148062361604,3020.1609432021196,3045.3942994873883,3070.2319725166117,3095.909861842624,3123.9667356833834,3151.8111129607105,3177.701498850155,3205.0573782805122,3232.901755557839,3259.2806392942543,3289.567505806435,3318.144629854218,3346.06716678706,3376.520122567211,3407.2954869263617,3438.803598055969,3470.0674602620907,3500.354326774271,3531.373940056908,3564.5160764846305,3597.809647244916,3630.294754068465,3664.4896033564105,3700.474797253504,3734.8332933201846,3770.005138302072,3806.9013806837656,3843.5167368034504,3881.3826474113803,3918.019985934179,3957.0998136918315,3997.061380063266,4038.4347052124454,4079.712773281466,4124.41032627928,4166.909638965727,4213.072685504454,4264.626305784502,4313.214744133438,4369.147747611578,4424.54340345805,4483.873909461871,4542.715917618719,4604.603709851432,4669.085425651558,4739.673364538818,4813.925037278357,4888.420958941381,4965.867407600109,5052.06773767655,5150.255804917651,5253.573099551944,5373.675180208149,5506.036114334084,5669.416661742651,5839.282018069758,6076.691971697495,6373.942911579137,6811.7884167974025,7528.3512535832415,58170.83511941836
16.0,3844.662260509883,576.2062148079438,1774.5818055286447,1919.7169583528603,2008.3280253041019,2072.7584488302964,2134.514346644326,2186.5393673467006,2235.8776498907364,2276.9896286917865,2318.433786028777,2358.0021116333996,2394.639450156199,2431.521037602483,2466.4486336608848,2499.1926443433276,2532.1515940784375,2565.3694476724418,2595.167816337652,2624.042924072087,2653.543309050645,2681.387686327972,2710.2090592992404,2739.274681193994,2768.8703232527114,2796.4289292895605,2822.7467507951046,2851.384937073759,2878.821418648866,2906.829442704928,2933.696824288314,2961.541201565641,2988.897080995998,3016.2529604263545,3043.364590933226,3070.476221440097,3098.638122317954,3125.4322292242955,3154.06553052448,3182.586477319862,3211.163601367645,3240.2292232623986,3270.7603386980645,3300.3144584397896,3330.112827104999,3359.8525760285715,3392.6405515172423,3422.0334669694666,3453.5220381851937,3484.2338978242396,3513.7880175659643,3545.784626542542,3578.5139822895762,3611.73183588358,3646.4151830184965,3678.411791995074,3710.408400971652,3746.55724164748,3783.9346544084397,3819.5437049633656,3858.1789996802745,3895.3048360500443,3932.9191702667845,3970.5335044835247,4010.101830088148,4048.6931599988293,4091.5222087319808,4134.668781065664,4177.900840522567,4220.155904285528,4263.143714818945,4307.914542493805,4356.6910525138255,4403.586845823009,4454.146372984471,4506.1713936868455,4557.524729849635,4609.7427072015635,4663.426178094403,4718.66795711908,4777.632089737673,4837.17753479416,4902.096456167325,4964.084390458665,5034.726064109092,5106.535247613778,5176.182828145619,5264.564301108785,5347.29873896097,5442.993024693284,5538.123095412349,5648.035110980747,5770.052103197077,5900.774127046424,6066.1892679876255,6241.8677486936795,6466.513253580075,6740.609395515305,7118.875260827796,7619.3925973231635,8545.25966411128,45922.484353399705
32.0,4511.100038567325,536.1493913563502,1962.2187135285421,2120.836406929148,2228.24975601029,2307.7747630078775,2371.6800513485778,2434.3396701795036,2491.8822740634123,2542.410048864821,2591.3355507281667,2640.085193366603,2683.3416777158545,2722.1772565500214,2763.699573542527,2805.466139458518,2845.486325571588,2881.427554662454,2919.530386726165,2956.4119741724494,2993.5378105422187,3030.3705482038063,3064.125749429478,3096.3666073295412,3129.584460923546,3163.3298921922783,3197.2414127289812,3233.3902534048098,3270.0275919276087,3306.420681526922,3342.08102435578,3377.7413671846375,3411.203469702127,3445.8868168370436,3479.5931682780188,3513.2995197189935,3546.273124389513,3582.177716141856,3617.5938100472285,3653.986899646542,3690.6242381693405,3727.7500745391103,3764.433820357371,3802.9787429725907,3842.302819653728,3878.207411406071,3916.798741316753,3952.7033330690956,3992.7601565206887,4031.6738950103713,4075.5385591791014,4117.571356421691,4161.047664802079,4202.325732871099,4244.092298787091,4285.37036685611,4332.266160165293,4375.019491732165,4423.036387600144,4470.266801934502,4516.627690101252,4564.5468863998385,4614.37122430161,4665.6659407227635,4714.515725419829,4766.726375304053,4817.588771130637,4871.567783220893,4924.0813017702385,4982.271165301384,5045.2287678189605,5103.848509455439,5163.66262832776,5226.82295745183,5288.2906415361485,5354.364860317399,5423.326101374247,5490.250306409225,5559.233529869186,5631.426184183745,5710.4675783128305,5791.458078851332,5875.430858745585,5959.208239501053,6048.359096573196,6147.279910584753,6250.1087073720755,6352.629750515807,6464.559262192193,6587.660719628797,6715.771722486087,6848.298745879989,7009.647142245162,7190.955560637554,7400.606624111187,7622.167265093958,7893.268915227252,8256.369364880547,8694.551933613224,9312.63848942825,10450.369514936774,55684.86957618471
64.0,5887.089258146139,595.5018797632846,2389.9987206099777,2593.150320229663,2746.6021488985543,2854.315924155583,2943.185894965719,3024.0689259778846,3099.685950199707,3164.023559134977,3229.970768476015,3290.4712268233307,3347.488695521745,3402.654757380141,3456.3895205469125,3511.1012794076255,3566.3015361153093,3613.910536281069,3663.024109815499,3712.362392359535,3762.196500218246,3808.694167782148,3853.2378439581657,3898.968569902324,3944.154620747109,3994.958396832057,4042.586936911696,4089.9712280678496,4138.332514917944,4180.34332975742,4226.994874143117,4276.577405610638,4325.053489454772,4375.25397069871,4421.905515084408,4470.755299781473,4520.337831248995,4570.242771295516,4620.479889877978,4669.5739234985285,4719.889201736506,4769.227484280542,4819.542762518519,4874.743019226203,4928.966280239945,4986.120528335512,5043.0305275075925,5094.083437494496,5149.27880922371,5203.687699419301,5259.190824792107,5319.031811046012,5376.67455698855,5437.551158678032,5497.089276266815,5560.105498526029,5617.992493392052,5683.382815187544,5746.223178221848,5807.529658016665,5870.218586718405,5939.668325622226,6006.731752543593,6076.188818915116,6144.34892350293,6214.692613466705,6286.746045894875,6362.9517100222965,6431.8299064451585,6514.141793659714,6598.163423338667,6684.627542252472,6764.496940232173,6854.136295151289,6944.752645764345,7034.147751759974,7126.962342684397,7232.018689653907,7332.619936259043,7435.448733046365,7540.231521221571,7657.861802772105,7769.3223565153985,7882.4242630245135,8008.3858753551285,8146.74067806339,8291.003862230764,8436.58110560649,8593.479286585762,8756.972188499132,8933.654532280712,9143.310480732815,9371.773596293284,9641.553859750531,9919.316178027277,10260.676031001134,10710.094050214135,11232.552267506186,11841.67244534007,12791.720155553241,14542.279057554151,59023.019613458666
128.0,9029.653324965733,1.0,3302.5126987511567,3680.6833069834875,3913.9776662504974,4078.149580171159,4227.605496451831,4372.787056571508,4484.921737343622,4589.9976242270095,4693.510318000091,4797.438234943097,4895.907188446206,4984.606185009902,5067.943917703096,5154.163787693416,5233.788936749634,5313.023287528273,5397.435715484802,5476.816615617532,5550.579790510101,5622.633222938273,5696.152148907357,5768.938328105984,5837.57227560536,5912.214746622476,5987.235803470993,6058.81295049837,6136.777206874885,6212.7874718635185,6291.142526517611,6366.126946027607,6443.798103695941,6516.584282894568,6593.766942715931,6677.788572394882,6758.390717145041,6833.61938557852,6913.378871542654,6995.800670772778,7079.333802604759,7159.9359473549175,7241.0265899520455,7324.462022214633,7410.046845003892,7498.220706382093,7588.34855914818,7682.066871089501,7773.4892431500575,7864.15444354781,7955.698940070111,8052.4215137702995,8147.104608959386,8252.1682833966,8363.093931997462,8458.851722449883,8567.053995553882,8669.003496216657,8781.260301450513,8892.564535882777,8999.789813292835,9112.950339543588,9226.28184004078,9348.40630178344,9466.732692765905,9584.497311224357,9711.726575467863,9836.366801122425,9963.19305464218,10096.345355280208,10225.992683866218,10358.986222703978,10495.399246470533,10643.902591949609,10783.112265890071,10929.918081350928,11081.169227219218,11237.18322709547,11402.185587355983,11556.905067937761,11748.396223950258,11930.605920870312,12120.143085494925,12327.754670457452,12538.712465671724,12753.969041939346,12978.372740391489,13210.543554610469,13487.973694351276,13764.719937106323,14067.62523956665,14410.587365478572,14773.248167069585,15216.779787226591,15692.723239530102,16237.471613579419,16947.78412041327,17751.595115157303,18855.160601248703,20411.514741697196,23121.639734459503,215946.11398292327
256.0,13815.102769083755,327.8050596233668,4857.3720357879265,5433.027668615085,5800.690688159075,6076.535652386465,6312.441032645531,6535.899487763787,6727.859601709375,6902.741830924868,7069.700625062498,7223.538367030496,7380.736974185653,7528.751821817759,7658.428460274589,7793.527424832794,7916.032914896094,8041.674561136946,8166.446681210191,8294.501506815075,8419.029377964835,8543.996897176867,8663.444390718132,8775.51556677014,8898.6561040345,9021.51331254762,9143.237206055768,9266.631762200554,9388.707374158519,9517.5535662755,9637.108529343097,9750.440029840287,9873.062759386861,10004.12673172909,10122.186891384954,10250.583665482722,10375.473025039239,10496.737730571233,10612.414020733882,10747.464135507389,10874.47357571976,11003.925505166982,11131.394133355505,11259.370799304876,11394.264594767352,11531.991677742259,11661.639006328269,11799.932746805662,11935.246650416531,12072.348456147316,12202.494052537239,12347.783082183249,12497.146183872996,12644.789773141405,12789.51214528493,12930.267914911055,13086.636075726361,13229.287216998731,13395.366715011813,13554.304374502186,13721.360868209207,13886.111652078533,14049.953829952488,14225.324557014952,14399.962537306961,14584.370474538382,14774.298437440571,14972.696953009236,15159.088191499355,15360.407924192901,15560.623651752292,15774.742028036468,15990.023029196436,16190.424385937677,16406.701922705466,16618.30942005621,16852.71022694661,17087.11103383701,17322.244587497862,17594.376968088276,17861.253111845283,18149.623160869,18449.38497968407,18745.58076421625,19071.643307112226,19414.881434307685,19782.280665014314,20188.906272832683,20579.49938131348,21025.400216028287,21536.193104734684,22080.760734580625,22659.474363929825,23333.611162706256,24065.898745186085,24968.34966767967,26056.009663873698,27457.73469584212,29270.901924400023,31981.19544891954,36336.16352461981,256988.97033862706
512.0,18097.40469773465,174.90523352155253,6223.788443377298,7175.8707471231,7694.318397091523,8079.777393200657,8396.214086022072,8700.41390777687,8979.553789982077,9211.382655708174,9445.79811753398,9648.343979823421,9868.268153018844,10066.4981368303,10251.638820832177,10420.097303360008,10606.044008809386,10788.488184695985,10952.765125653747,11125.214635591325,11284.784899793523,11441.27762755981,11596.71764246587,11754.370552618708,11913.295999662907,12082.118413086728,12240.618867004061,12396.173678904162,12546.447829078508,12695.271140647352,12850.691615639536,12995.531227266334,13161.185732152553,13318.408764200056,13475.292290243917,13621.80500699659,13770.007926299782,13922.25072279742,14083.530729464015,14246.413009068674,14419.502451185786,14586.080217002782,14742.572944769061,14916.793259401911,15084.103771989357,15243.334530187913,15410.652370243068,15569.245638751325,15744.3086121702,15907.711141981881,16101.400538305745,16275.794269674268,16451.607087288245,16637.311986303368,16817.294133041236,16995.04384461845,17174.93561925463,17390.057858614327,17591.646265123705,17787.441087168012,17983.582742683673,18193.050619464684,18404.667886772375,18617.760417577912,18849.818877292084,19061.902660043634,19301.79418273398,19540.91387882611,19762.222943417702,19989.86294010602,20238.000306453236,20492.67865897138,20765.580423670774,21025.10711732011,21303.414110696227,21588.437949468193,21862.92733217024,22161.870917091634,22493.53408780313,22812.427924794803,23143.202029424814,23488.90462825823,23877.932101139486,24280.666823606734,24719.46001464812,25146.436442771294,25588.529436768968,26091.670006702567,26639.979530056306,27239.600867255846,27902.963846017345,28622.308678041685,29418.63344328089,30327.014729636714,31372.331732455325,32486.834685340396,33946.4100748363,35766.75089427698,38134.97135896606,41264.36428382634,46783.43249881469,199112.96667416155
